character,frequency,onyomi,kunyomi,jlpt,meaning,keyword,story1,story2
虍,,コ,,,tiger spots; mottled; tiger or tiger crown radical (no. 141),,,
乕,,コ,とら,,tiger; brave; fierce; surname,,,
虔,,ケン,つつし.む,,respect,reserved,"""That tiger at the zoo was so reserved. He didn't say so much as one sentence."" ""Um, you know tigers can't talk, right?""","A tiger takes your reserved seat at the movie theatre which has ""RESERVED"" clearly printed on it, but you forgive him as tigers can't read sentences."
號,,コウ,さけ.ぶ よびな,,mark; sign; symbol; number,,,
虧,,キ,か.ける,,wane (moon),,,
虱,,シツ,しらみ,,lice; vermin,,,
蚓,,ズ イン,みみず,,earthworm,,,
蚣,,コウ ショウ,,,centipede; grasshopper,,,
蚩,,シ,,,fool; make a fool of,,,
蚪,,ト,,,tadpole,,,
蚋,,ゼイ ネイ ゼツ ネチ,ぶゆ ぶよ ぶと か,,gnat; sand fly,,,
蚌,,ボウ ホウ ビョウ,はまぐり どぶが.い,,clam,,,
蚶,,カン,,,ark shell,,,
蚯,,キュウ,みみず,,earthworm,,,
蛄,,コ,,,mole cricket; cicada,,,
蛆,,ソ ショ,うじ,,worm; grub; maggot,,,
蚰,,ユウ,,,millipede,,,
蛉,,レイ,,,dragonfly; moon moth,,,
蠣,,レイ,かき,,oyster,,,
蚫,,ホウ,あわび,,abalone; dried fish; surname,,,
蛔,,カイ ユウ,かいちゅう はらのむし,,intestinal worms,,,
蛞,,カツ,,,kind of slug,,,
蛩,,キョウ,こおろぎ,,cricket,,,
蛬,,キョウ,こおろぎ きりぎりす,,cricket,,,
蛟,,コウ キョウ,みずち,,dragon,,,
蛛,,チュ シュ,,,spider,,,
蛯,,,えび うば,,shrimp; (kokuji),,,
蜒,,エン タン,,,meandering; serpentine,,,
蜆,,ケン,しじみ,,fresh-water clam,,,
蜈,,ゴ,,,centipede,,,
蜀,,ショク ゾク,いもむし,,green caterpillar; Szechwan,,,
蜃,,シン,,,clam,,,
蛻,,ゼイ セイ タイ,もぬ.ける ぬけがら,,insect moulting,,,
蜑,,タン,あま,,egg,,,
蜉,,フ,,,kind of ant; may fly,,,
蜍,,ショ,,,toad,,,
蛹,,ヨウ,さなぎ,,chrysalis; pupa,,,
蜊,,リ,あさり,,a kind of bivalve,,,
蜴,,エキ,,,lizard,,,
蜿,,エン ワン,,,meandering,,,
蜷,2284,ケン,にな,,an edible river snail,,,
蜻,,セイ,,,dragonfly,,,
蜥,,シャク セキ,とかげ,,a lizard,,,
蜩,,チョウ,ひぐらし せみ,,clear-toned cicada,,,
蜚,,ヒ,あぶらむし,,beetle; cockroach,,,
蝠,,フク,,,bat,,,
蝟,,イ,はりねずみ,,hedgehog,,,
蝸,,カ,かたつむり,,snail,,,
蝌,,カ,,,tadpole,,,
蝎,,カツ,さそり すくもむし,,scorpion,,,
蝴,,コ,,,butterfly,,,
蝗,,コウ,いなご ばった,,locust,,,
蝨,,シツ,しらみ,,lice; vermin,,,
蝮,,フク,まむし,,viper; adder; asp,,,
蝙,,ヘン,こうもり,,bat,,,
蝓,,ユ,,,slug; snail,,,
蝣,,ユウ,,,mayfly,,,
蝪,,エキ,,,lizard,,,
蠅,,ヨウ,はえ はい,,fly,,,
螢,,ケイ,ほたる,,firefly,,,
螟,,メイ ミョウ,ずいむし,,injurious parasite,,,
螂,,ロウ,,,mantis,,,
螯,,ゴウ,はさみ,,claws,,,
蟋,,シツ,,,cricket; grasshopper,,,
螽,,シュウ,いなご,,grasshopper,,,
蟀,,シュツ,,,cricket; grasshopper,,,
蟐,,ジョウ,もみ,,toad; mantis; (ghost kanji); (kokuji),,,
雖,,スイ,いえど.も これ,,although; however,,,
螫,,セキ カク,さ.す,,bee sting,,,
蟄,,チツ チュウ,ちっ.する かく.れる,,hibernation of insects,hibernation,"Rather than die, tenacious insects go down into hibernation.","Imagine Jack Black as an insect. ""Whoa, that was some good nectar. Well, I'm happy, my belly's round, my band just played a sellout show for the ladybirds (and oh yeah, there were groupies, lemme tell ya)... now it's time for THIS insect to go into hibernation. Scientists call it diapause. Rock."""
螳,,トウ,,,mantis,,,
蟇,,バ マ,ひき,,toad,,,
蟆,,バ マ,ひき,,toad,,,
螻,,ロウ ル,けら,,mole cricket,,,
蟯,,ギョウ ジョウ,,,intestinal worm,,,
蟲,,チュウ キ,むし,,insect; bug; temper,,,
蟠,,ハン,わだかま.る わらじむし,,coiled up,,,
蠏,,カイ,かに,,crab,,,
蠍,,カツ,さそり,,scorpion,,,
蟾,,セン,,,toad,,,
蟶,,テイ,まて,,razor clam,,,
蟷,,トウ,,,mantis,,,
蠎,,ボウ モウ,うわばみ おろち,,python; boa constrictor,,,
蟒,,ボウ モウ,うわばみ おろち,,boa constrictor; python,,,
蠑,,エイ,,,newt; turban shell,,,
蠖,,ワク カク,,,inchworm; geometer,,,
蠕,,ゼン ダ ネン ジュ ニュ,うごめ.く,,crawling of a worm,,,
蠢,,シュン,うご.めく,,wriggle,,,
蠡,,レイ ライ リ ラ,にな ひさご,,worm-eaten; conch,,,
蠱,,コ ヤ,まじ まじこ.る,,rice worm; lead astray,,,
蠶,,サン テン,かいこ こ,,silkworms,,,
蠹,,ト,きくいむし,,moth; insects which eat into clot,,,
蠧,,ト,きくいむし,,worm-eaten,,,
蠻,,バン,えびす,,barbarian,,,
衄,,ジク,はなぢ,,nosebleed,,,
衂,,ジク,はなぢ,,nosebleed,,,
衒,,ゲン ケン,てら.う,,show off; display; pretend,,,
衙,,ガ ギョ ゴ,,,government office,,,
衞,,エイ エ,まも.る,,defense,,,
衢,,ク,みち,,crossroads,,,
衫,,サン,,,thin kimono,,,
袁,2419,エン オン,,,long kimono,,,
衾,,キン,ふすま,,quilt; bedding,,,
袞,,コン,,,imperial robes,,,
衵,,ジツ,あこめ,,everyday clothing; underwear,,,
衽,,ジン ニン,こくび おくみ しとね,,neck of a garment; gusset; gore,,,
袵,,ジン ニン,こくび おくみ しとね,,neck of a garment; gusset; gore,,,
衲,,ドウ ノウ,ころも,,mend; priestly vestments; priest,,,
袂,,ベイ ケツ,たまと たもと,,sleeve; foot (of hill); edge,,,
袗,,シン,,,thin kimono; embroidery,,,
袒,,タン,かたぬ.ぐ,,baring the shoulder; strip to waist,,,
袮,,デイ ネ チ,,,ancestral shrine; embroidery; (ghost kanji),,,
袙,,バツ ハ,あこめ,,warrior's headband,,,
袢,,ハン,,,summer kimono; short clothing,,,
袍,,ホウ,わたいれ,,coat,,,
袤,,ボウ,ながさ,,length,,,
袰,,,ほろ,,hood; top; awning; cover; (kokuji),,,
袿,,ケイ,うちき うちかけ うちぎ,,ancient ordinary kimono,,,
袱,,フク,,,cloth wrapper,,,
裃,,,かみしも,,old ceremonial garb; samurai garb; (kokuji),,,
裄,,,ゆき,,sleeve length; (kokuji),,,
裔,,エイ,すそ すえ,,descendant; border,,,
裘,,キュウ グ,かわごろも けごろも,,leather clothing,,,
裙,,クン,もすそ,,hem; underwear,,,
裝,,ソウ ショウ,よそお.う よそお.い,,dress; pretend; disguise; profess,,,
裹,,ホウ カ,つつ.む,,wrap; pack up; cover; conceal,,,
褂,,ケイ カイ ケ,うちき うちかけ,,ancient ordinary kimono,,,
裼,,セキ テイ,はだぬ.ぐ,,to bare the shoulder,,,
裴,,ハイ ヒ ベ,たちもとお.る,,long robes,,,
裨,,ヒ,おぎな.う たす.ける ます,,help,,,
裲,,リョウ,うちかけ,,ancient robe,,,
褄,,,つま,,skirt; (kokuji),,,
褌,,コン,ふんどし,,loincloth,,,
褊,,ヘン,せま.い,,narrow; small,,,
褓,,ホ ホウ,むつき,,diaper,,,
襃,,ホウ,ほ.める,,praise; extol,,,
褞,,ウン オン,ぬのこ,,robe,,,
褥,,ジョク,しとね,,cushion; mattress; bedding,,,
褪,,タイ トン,あ.せる ぬ.ぐ,,fade; discolour,,,
褫,,チ,うば.う,,rob,,,
襁,,キョウ,むつき,,diaper,,,
襄,2263,ジョウ ショウ,はら.う,,rise; raise,,,
褻,,セツ,けが.れる な.れる,,filthy,,,
褶,,ショウ シュウ チョウ,かさね.る,,pleats,,,
褸,,ロ ル ロウ,いと,,rags,,,
襌,,タン ゼン,ひとえ,,thin kimono; undergarment,,,
褝,,タン ゼン,ひとえ,,thin kimono; undergarment,,,
襠,,トウ,ふんどし まち,,gusset; gore,,,
襞,,ヘキ ヒャク,ひだ しわ,,pleat; fold; tuck; crease,,,
襦,,ジュ,したぎ はだぎ,,underwear,,,
襤,,ラン,ぼろ,,rags,,,
襭,,ケツ,つまばさ.む はさ.む,,tuck into one's obi,,,
襪,,ベツ バツ,,,socks,,,
襯,,シン,はだぎ,,underwear,,,
襴,,ラン リン,,,a kind of cloth,,,
襷,,,たすき,,cord to hold up sleeves; (kokuji),,,
襾,,ア,け,,cover; place on top of; west radical variant (no. 146),,,
覃,,タン エン,,,extend; deep; large,,,
覈,,カク ケツ,しら.べる,,investigate,,,
覊,,キ ハ,おもが.い たづな たび つな.ぐ,,reins; connection,,,
覓,,ベキ エキ ミャク,もと.める,,seek,,,
覘,,テン,のぞ.く うかが.う,,peep; peek,,,
覡,,ゲキ ケキ,かんなぎ みこ,,diviner; medium,,,
覩,,ト,み.る,,see,,,
覦,,ユ,ねが.う,,coveting high rank,,,
覬,,キ,,,coveting high rank,,,
覯,,コウ,あ.う,,happening to meet,,,
覲,,キン,まみ.える,,see; have an audience with,,,
覺,,カク,おぼ.える さ.ます さ.める さと.る,,memorize,,,
覽,,ラン,み.る,,look at; inspect; perceive,,,
覿,,テキ,あ.う,,meet; see,,,
觀,,カン,み.る しめ.す,,outlook; look; appearance; condition; view,,,
觚,,コ,さかずき,,cup,,,
觜,,シ スイ,くちばし はし,,beak; bill,,,
觝,,テイ,ふ.れる,,touch; feel; collide with; conflict with,,,
觧,,カイ ゲ,と.く と.かす と.ける ほど.く ほど.ける わか.る さと.る,,notes; key; explanation; understanding,,,
觴,,ショウ,さかずき,,cup,,,
觸,,ショク,ふ.れる さわ.る,,touch; feel; hit; proclaim; announce; conflict; contact,,,
訃,2379,フ,しらせ,,,obituary,"Obituary. As a famous man lay dying, the media were already preparing the words of his obituary until a magician, with a wave of his wand, restored the man back to health.","In the Harry Potter world, obituary's are magical. If you wave your wand over them you can hear the person's last words. Creepy!"
訖,,キツ,お.える お.わる ついに,,come to an end; reach; arrive at; finally,,,
訐,,ケツ,あば.く,,divulge; reveal,,,
訌,,コウ,,,get confused,,,
訛,,カ,なま.る なま.り あやま.る,,accent; dialect,,,
訝,,ガ ゲ,いぶか.る,,doubt,wary,"doubtful: word, tusk: (During a safari). It may be me, but I am doubtful that the elephant understood any of my words. He's still coming at me, with his tusks ready.",There is this friend of mine who boast about the elephant TUSK he has decorated his living room with: he swore to me he got them after killing an elephant during a safari. I know too well the value of his WORD and I find it quite doubtful . It s way more likely he bought it somewhere just for the sake of this little charade.
訥,,トツ,ども.る,,stutter,,,
訶,,カ,しか.る せ.める,,scold,,,
詁,,コ,よみ,,exegesis; critical analysis of classical texts,,,
詛,,ソ ショ,のろ.う,,curse,,,
詒,,イ タイ,あざむ.く,,deceive; cheat; give; leave behind,,,
詆,,テイ タイ,そし.る しか.る,,vilify; denounce,,,
詈,,リ,ののし.る,,ridicule,,,
詼,,カイ,たわむれ,,jest,,,
詭,,キ,いつわ.る,,lie; deceive,,,
詬,,コウ ク,ののし.る はじ はずかし.める,,ridicule,,,
詢,,ジュン シュン,はか.る まこと,1,consult with,counsel,"In order to provide superior counsel, I spoke to him for ten days.",I was counselled for ten days about my bad language. It was f**king horrible.
誅,,チュウ チュ,ちゅう.する ころ.す せ.める,,death penalty,,,
誂,,チョウ,あつら.える いど.む,,order,,,
誄,,ルイ,しのびごと,,condolence message,,,
誨,,カイ,おし.える,,instruct,,,
誡,,カイ,いまし.める,,admonish; warn; prohibit,,,
誑,,キョウ,たばか.る たぶら.かす た.らす,,cheat; coax,,,
誥,,コウ,つ.ぐ,,state; give instructions,,,
誦,,ショウ ジュ ズ,とな.える よ.む,,recite; chant,,,
誚,,ショウ,せ.める,,censure; blame,,,
誣,,フ,しい.る し.いる あざむ.く,,slander,,,
諄,,シュン,ひちくど.い くど.い くどくど ねんご.ろ,1,tedious,polite,"When receiving a gift, you should say something polite.",How about 'tedious' instead. Think of all those tedious things you have to say when you receive something.
諍,,ソウ ショウ,いさか.う あらそ.う いさ.める うった.える,,quarrel,,,
諂,,テン,へつら.う,,flatter,,,
諚,,ジョウ,,,command; (kokuji),,,
諫,,カン,いさ.める,,admonish; dissuade,,,
諳,,アン オン,そら.んじる,,memorize; recite from memory,,,
諧,,カイ,かな.う やわ.らぐ,,harmony,orderliness,"harmonious: If a choir is to be harmonious, all the voices need to combine to hit the right notes, and say the right words.","To have orderliness, your words must be in all the right places."
諤,,ガク,わめ.く あご,,speaking the truth,,,
諱,,キ,いみな い.む,,posthumous (real) name,,,
謔,,ギャク キャク,たわむ.れる,,sport with,,,
諠,,ケン,かまびす.しい わす.れる,,forget; noisy,,,
諢,,コン,,,joke; jest; colloquial,,,
諷,,フウ,そら.んじる,,hint; satirize,,,
諞,,ヘン,,,flattering; glibness,,,
諛,,ユ,へつら.う へつら.い,,flatter,,,
謌,,カ,うた うた.う,,sing; recite; carol; poem; tanka; slander; defame,,,
謇,,ケン,ども.る,,stutter; speak frankly,,,
謚,,エキ シ,おくりな,,laughing,,,
諡,,エキ シ,おくりな,,posthumous name,,,
謖,,ショク シュク,た.つ,,arise,,,
謐,,ヒツ,しずか,,quiet,,,
謗,,ボウ ホウ,そし.る,,slander; disparage; censure; criticize,,,
謠,,ヨウ,うた.う うた,,chant (esp. Noh); folksong; ballad,,,
謳,2492,オウ ウ,うた.う,,extol; declare; express,,,
鞫,,キク,,,investigate a crime,,,
謦,,ケイ,しわぶき,,coughing,,,
謫,,タク チャク,せ.める とが.める,,crime,,,
謾,,マン バン,あざむ.く あなど.る,,despise,,,
謨,,ボ モ,はか.る,,plan; deliberate,,,
譁,,カ ケ,かまびす.しい,,noisy,,,
譌,,カ,なま.る あやま.る,,accent; dialect,,,
譏,,キ,そし.る,,slander; disparage; censure; criticize,,,
譎,,ケツ キツ,いつわ.る いつわ.り,,deceive,,,
證,,ショウ,あかし,,proof; evidence; certificate; testify; verify; guarantee; witness,,,
譖,,シン セン,そし.る,,slander,,,
譛,,シン セン,そし.る,,slander; false accusation,,,
譚,,タン,はなし,,talk,,,
譫,,トウ セン タン,うわごと たわごと うるさくしゃべ.る,,delirious talk,,,
譟,,ソウ,さわ.ぐ,,shout; be noisy,,,
譬,,ヒ,たと.える たと.え,,illustrate,parable,A parable is like putting ketchup on words to make them easier to swallow.,"Have you heard the parable of the ketchup? ""Yea, as too much ketchup can ruin a good hot dog, so too can too many words ruin thy reputation. Be sparing, with the ketchup, my brethren, and also spare thy words."
譯,,ヤク,わけ,,translate; decode; encode,,,
譴,,ケン,せめ.る,,reproach,,,
譽,,ヨ,ほ.まれ ほ.める,,fame; reputation; praise,,,
讀,,ドク トク トウ,よ.む,,read; study; pronounce,,,
讌,,エン,うたげ,,banquet,,,
讎,,シュウ,あだ かたき,,enemy; revenge,,,
讒,,ザン サン,そし.る,,defamation,,,
讓,,ジョウ,ゆず.る,,allow; permit; yield; concede,,,
讖,,シン,,,omen,,,
讙,,カン ケン,かまびす.しい,,noisy; disputatious,,,
讚,,サン,ほ.める たた.える,,praise; picture title,,,
谺,,コ カ,こだま,,tree spirit,,,
豁,,カツ,ひら.ける ひろ.い,,empty,,,
谿,,ケイ,たに たにがわ,,valley,,,
豈,,カイ ガイ キ,あに,,an interjection of surprise,,,
豌,,エン ワン,,,pea,,,
豎,,ジュ,たて た.てる こども,,vertical; child,,,
豐,,ホウ ブ,ゆた.か とよ,,bountiful; excellent; rich,,,
豕,,シ,,,pig; hog; pig radical (no. 152),,,
豢,,ケン カン,やしな.う,,raising domestic animals,,,
豬,,チョ,い いのしし,,pig; hog,,,
豸,,タイ チ,,,snake; legless insect; badger or clawed dog radical (no. 153),,,
豺,,サイ,やまいぬ,,jackal,,,
貂,,チョウ,てん,,marten; sable,,,
貉,,カク ハク,むじな,,badger,,,
貅,,キュウ,,,brave heraldic beast,,,
貊,,ハク ミャク,えびす,,barbarians,,,
貍,,リ ライ,たぬき,,a fox-like animal,,,
貎,,ゲイ,,,lion; wild beast; wild horse,,,
貔,,ヒ,,,brave heraldic beast,,,
豼,,ヒ,,,brave heraldic beast,,,
貘,,バク ミャク,,,tapir,,,
戝,,ザイ サイ ゾク,,,pirate; thief,,,
貭,,シツ シチ チ,たち ただ.す もと わりふ,,matter; material; substance,,,
貪,,タン ドン トン,むさぼ.る,,indulge in,covet,"""Gimme all your money now!"" said the covetous criminal.",One begins one's life coveting money. One ends one's life coveting time -- those precious seconds ticking away on the clock. Remember to always put time over money (in this kanji and in life).
貽,,イ,おく.る,,leave behind; gift,,,
貲,,シ,たから,,treasure; assets; pay a fine,,,
貳,,ニ ジ,ふた.つ そえ,,two,,,
貮,,ニ ジ,ふた.つ そえ,,number two,,,
貶,,ヘン,けな.す おとし.める おと.す,,degrade; disparage; belittle; demote,,,
賈,,コ カ,あきな.い あきな.う う.る か.う,,buy; tradesman,,,
賁,,フン ヒ ホン,,,decorate,,,
賤,,セン ゼン,いや.しい いや.しむ しず やす.い,,despise; low-life; poverty,,,
賣,,バイ,う.る う.れる,,sell; betray; show off,,,
賚,,ライ,たま.う たまもの,,gift,,,
賽,,サイ,,,dice; temple visit,,,
賺,,タン レン,すか.す,,coax,,,
賻,,フ,,,condolence gift,,,
贄,,シ,にえ,,offering; sacrifice,,,
贅,2386,ゼイ セイ,いぼ,,luxury,,,
贊,,サン,たす.ける たた.える,,help; support; assist; aid,,,
贇,,イン,,,beautiful,,,
贏,,エイ,あまり,,victory; surplus,,,
贍,,セン,すく.う,,have enough of; add to,,,
贐,,シン,はなむけ,,going away present; parting gift,,,
齎,,セイ サイ シ,もたら.す もた.らす,,bring; take; bring about,,,
